Process_ID,Arrival_Time,Burst_Time
1540,3863.32,44
1541,3863.97,17
1542,3864.24,6
1543,3864.7,1
1544,3868.7,5
1545,3869.69,3
1546,3870.04,31
1547,3870.78,112
1548,3870.94,24
1549,3871.53,39
1550,3872.58,60
1551,3877.58,15
1552,3879.65,6
1553,3883.72,8
1554,3885.48,3
1555,3885.87,2
1556,3887.54,78
1557,3887.75,1
1558,3892.07,5
1559,3892.22,2
1560,3895.45,12
1561,3897.58,18
1562,3902.53,74
1563,3903.47,19
1564,3914.85,8
1565,3920.36,24
1566,3922.04,36
1567,3925.42,1
1568,3929.97,20
1569,3931.09,41
1570,3932.08,17
1571,3933.59,36
1572,3934.14,60
1573,3941.7,9
1574,3943.86,23
1575,3945.54,2
1576,3947.55,73
1577,3948.71,28
1578,3950.83,62
1579,3951.34,3
1580,3951.84,32
1581,3956.21,10
1582,3964.97,44
1583,3967.09,5
1584,3971.09,3
1585,3972.23,8
1586,3976.89,3
1587,3980.86,11
1588,3981.48,27
1589,3982.1,5
1590,3982.86,68
1591,3982.86,59
1592,3985.33,61
1593,3988.8,6
1594,3989.88,24
1595,3990.13,14
1596,3990.23,7
1597,3991.09,4
1598,3997.07,4
1599,3998.65,26
1600,3999.07,6
1601,4000.74,158
1602,4020.05,2
1603,4023.72,99
1604,4024.19,39
1605,4024.27,34
1606,4026.06,25
1607,4028.45,7
1608,4030.19,84
1609,4030.32,7
1610,4031.76,4
1611,4036.33,19
1612,4036.46,5
1613,4039.68,57
1614,4040.5,28
1615,4040.98,19
1616,4042.22,36
1617,4045.69,9
1618,4046.37,37
1619,4049.2,13
1620,4050.42,52
1621,4050.59,25
1622,4051.26,53
1623,4052.32,66
1624,4053.09,8
1625,4055.45,2
1626,4060.16,18
1627,4067.51,9
1628,4068.32,11
1629,4069.15,16
1630,4071.59,92
1631,4083.13,3
1632,4083.34,22
1633,4084.8,30
1634,4089.3,23
1635,4096.15,37
1636,4102.75,2
1637,4102.91,3
1638,4111.52,9
1639,4113.0,1
1640,4114.59,7
1641,4117.3,14
1642,4119.46,14
1643,4125.33,11
1644,4125.47,12
1645,4125.49,12
1646,4126.81,25
1647,4128.1,5
1648,4131.04,70
1649,4131.83,4
1650,4132.88,4
1651,4134.29,8
1652,4135.14,29
1653,4136.84,78
1654,4138.26,2
1655,4138.71,8
1656,4144.53,3
1657,4145.58,14
1658,4152.28,20
1659,4156.58,155
1660,4162.3,14
1661,4163.58,65
1662,4163.86,11
1663,4166.01,3
1664,4175.86,6
1665,4176.46,8
1666,4179.82,32
1667,4179.9,63
1668,4180.17,39
1669,4180.64,1
1670,4187.6,70
1671,4191.87,7
1672,4192.94,64
1673,4193.07,53
1674,4194.6,41
1675,4195.24,2
1676,4197.39,12
1677,4198.5,10
1678,4200.12,10
1679,4201.2,18
1680,4202.19,4
1681,4202.78,6
1682,4204.43,29
1683,4209.03,4
1684,4213.16,22
1685,4217.5,30
1686,4218.4,1
1687,4225.14,60
1688,4225.22,35
1689,4226.83,24
1690,4229.5,5
1691,4238.36,138
1692,4238.54,66
1693,4239.89,9
1694,4246.86,3
1695,4249.57,6
1696,4251.57,4
1697,4252.86,10
1698,4255.23,10
1699,4256.4,5
1700,4257.5,5
1701,4258.83,98
1702,4259.01,20
1703,4260.27,5
1704,4264.66,40
1705,4264.77,2
1706,4270.06,41
1707,4272.1,49
1708,4275.39,2
1709,4283.32,9
1710,4290.13,42
1711,4296.33,22
1712,4297.62,116
1713,4301.11,36
1714,4302.51,60
1715,4305.8,5
1716,4310.27,58
1717,4312.21,42
1718,4313.4,18
1719,4319.56,73
1720,4321.21,37
1721,4323.01,73
1722,4323.99,1
1723,4324.09,24
1724,4325.15,32
1725,4327.93,110
1726,4328.7,37
1727,4340.3,7
1728,4342.99,40
1729,4345.9,10
1730,4346.53,2
1731,4347.45,12
1732,4347.89,105
1733,4348.36,121
1734,4354.07,5
1735,4354.29,29
1736,4354.33,6
1737,4357.04,25
1738,4357.71,9
1739,4357.77,5
1740,4362.84,4
1741,4369.36,4
1742,4369.46,46
1743,4371.59,5
1744,4373.78,47
1745,4373.81,32
1746,4373.91,90
1747,4376.13,60
1748,4378.09,6
1749,4378.89,3
1750,4384.75,15
1751,4385.92,4
1752,4387.31,51
1753,4391.77,4
1754,4392.41,12
1755,4396.66,1
1756,4401.77,34
1757,4401.99,12
1758,4402.12,3
1759,4403.82,15
1760,4405.07,32
1761,4406.96,57
1762,4411.05,24
1763,4414.62,44
1764,4415.4,6
1765,4416.52,28
1766,4416.67,3
1767,4416.76,25
1768,4417.3,29
1769,4419.86,11
1770,4425.51,5
1771,4426.39,5
1772,4427.08,20
1773,4429.87,11
1774,4434.22,16
1775,4435.48,65
1776,4436.6,32
1777,4439.38,5
1778,4451.64,6
1779,4452.06,71
1780,4454.22,18
1781,4459.25,41
1782,4461.66,16
1783,4462.98,16
1784,4465.06,30
1785,4469.81,15
1786,4471.84,11
1787,4475.62,73
1788,4476.35,4
1789,4481.37,5
1790,4484.19,15
1791,4486.44,27
1792,4488.58,15
1793,4489.98,15
1794,4490.62,31
1795,4493.57,71
1796,4497.01,2
1797,4497.63,94
1798,4497.75,9
1799,4501.06,5
1800,4507.67,13
1801,4508.68,5
1802,4508.89,48
1803,4509.64,7
1804,4511.03,5
1805,4513.02,35
1806,4515.75,3
1807,4524.15,130
1808,4525.88,35
1809,4526.06,8
1810,4527.1,30
1811,4533.33,3
1812,4536.47,41
1813,4537.34,154
1814,4543.1,8
1815,4547.03,19
1816,4554.32,99
1817,4555.2,12
1818,4557.71,24
1819,4559.96,99
1820,4561.99,2
1821,4563.04,4
1822,4564.33,9
1823,4567.59,39
1824,4567.59,58
1825,4570.7,22
1826,4570.73,4
1827,4572.67,71
1828,4572.89,67
1829,4574.88,115
1830,4576.11,19
1831,4576.8,5
1832,4577.05,4
1833,4577.54,48
1834,4579.44,58
1835,4584.61,35
1836,4585.52,90
1837,4586.81,19
1838,4587.76,18
1839,4588.12,3
1840,4590.28,60
1841,4593.24,16
1842,4598.4,80
1843,4600.13,13
1844,4600.65,23
1845,4600.72,37
1846,4603.12,17
1847,4607.86,5
1848,4616.13,6
1849,4616.42,57
1850,4618.37,4
1851,4618.59,18
1852,4619.26,45
1853,4621.8,35
1854,4622.53,48
1855,4623.45,81
1856,4627.6,8
1857,4629.79,30
1858,4632.35,22
1859,4633.92,70
1860,4635.95,28
1861,4637.06,39
1862,4640.7,6
1863,4643.73,19
1864,4644.99,24
1865,4648.52,1
1866,4655.34,2
1867,4656.06,8
1868,4664.77,3
1869,4665.96,6
1870,4667.72,4
1871,4668.16,14
1872,4669.44,32
1873,4669.75,6
1874,4670.97,87
1875,4673.66,36
1876,4673.82,30
1877,4678.02,54
1878,4685.75,11
1879,4686.16,52
1880,4688.34,4
1881,4689.62,3
1882,4690.86,5
1883,4691.3,29
1884,4691.45,74
1885,4693.46,16
1886,4695.61,9
1887,4696.67,55
1888,4696.88,22
1889,4698.97,43
1890,4699.85,14
1891,4700.24,6
1892,4702.5,2
1893,4702.71,101
1894,4702.92,59
1895,4704.54,17
1896,4708.37,10
1897,4709.18,11
1898,4709.28,3
1899,4710.58,239
1900,4717.45,11
1901,4720.24,22
1902,4727.76,46
1903,4727.82,34
1904,4728.17,14
1905,4729.62,2
1906,4729.76,123
1907,4732.05,6
1908,4732.66,14
1909,4734.12,9
1910,4735.21,19
1911,4739.23,20
1912,4741.73,8
1913,4745.57,2
1914,4753.49,29
1915,4755.44,2
1916,4757.9,11
1917,4760.02,22
1918,4761.87,11
1919,4762.51,4
1920,4763.97,8
1921,4764.42,36
1922,4765.64,4
1923,4765.77,9
1924,4767.42,1
1925,4768.63,6
1926,4770.39,8
1927,4770.55,53
1928,4772.64,31
1929,4777.9,11
1930,4778.02,51
1931,4778.28,174
1932,4778.4,11
1933,4785.7,5
1934,4785.9,14
1935,4786.37,1
1936,4787.48,53
1937,4798.87,59
1938,4799.25,8
1939,4800.45,30
1940,4800.46,8
1941,4803.23,3
1942,4804.91,142
1943,4806.25,52
1944,4809.51,66
1945,4810.46,21
1946,4810.71,4
1947,4811.2,71
1948,4813.18,16
1949,4814.79,28
1950,4818.6,22
1951,4830.84,11
1952,4835.28,40
1953,4835.92,19
1954,4845.49,1
1955,4845.99,34
1956,4849.27,17
1957,4850.63,19
1958,4854.71,9
1959,4859.74,8
1960,4860.12,39
1961,4861.46,1
1962,4863.29,17
1963,4877.45,10
1964,4878.71,3
1965,4879.07,112
1966,4880.72,2
1967,4882.07,18
1968,4884.21,17
1969,4884.65,57
1970,4886.76,2
1971,4887.35,19
1972,4889.42,33
1973,4890.18,71
1974,4894.16,30
1975,4897.48,42
1976,4897.84,52
1977,4898.6,146
1978,4900.4,20
1979,4901.25,7
1980,4902.09,6
1981,4905.41,7
1982,4912.51,5
1983,4912.99,3
1984,4915.45,47
1985,4917.45,11
1986,4923.12,10
1987,4923.67,15
1988,4925.94,8
1989,4930.09,25
1990,4936.2,37
1991,4938.32,4
1992,4938.87,3
1993,4939.58,11
1994,4941.8,16
1995,4943.19,31
1996,4943.42,8
1997,4943.89,2
1998,4944.72,52
1999,4946.0,21
2000,4950.01,19
2001,4956.76,6
2002,4958.84,89
2003,4961.56,10
2004,4976.04,8
2005,4979.22,12
2006,4979.35,39
2007,4980.01,41
2008,4980.63,64
2009,4981.0,49
2010,4983.81,18
2011,4984.49,13
2012,4985.43,79
2013,4986.75,69
2014,4987.65,55
2015,4991.46,77
2016,4999.89,17
2017,5001.14,10
2018,5004.41,3
2019,5006.55,7
2020,5007.49,20
2021,5008.88,20
2022,5009.54,78
2023,5010.84,3
2024,5014.66,33
2025,5020.66,110
2026,5026.34,32
2027,5031.02,2
2028,5031.18,24
2029,5032.84,5
2030,5033.79,5
2031,5037.93,5
2032,5042.82,13
2033,5047.69,35
2034,5050.62,63
2035,5057.87,25
2036,5059.61,19
2037,5062.2,26
2038,5063.14,7
2039,5067.19,6
2040,5069.9,60
2041,5073.38,80
2042,5073.73,38
2043,5076.78,14
2044,5077.51,98
2045,5082.67,43
2046,5087.4,31
2047,5088.61,9
2048,5090.6,40
2049,5091.12,7
2050,5093.44,146
2051,5094.98,10
2052,5098.07,61
2053,5098.35,65
2054,5101.34,15
2055,5102.47,61
2056,5102.77,12
2057,5104.08,7
2058,5106.57,55
2059,5107.36,16
2060,5108.61,31
2061,5108.98,7
2062,5118.28,42
2063,5119.43,2
2064,5121.27,2
2065,5122.72,7
2066,5124.49,17
2067,5124.86,8
2068,5127.12,4
2069,5128.46,22
2070,5129.0,39
2071,5133.29,3
2072,5134.82,147
2073,5135.56,51
2074,5136.53,27
2075,5138.8,7
2076,5145.14,7
2077,5146.2,2
2078,5146.2,5
2079,5152.36,10
2080,5152.82,74
2081,5153.14,8
2082,5159.75,5
2083,5161.16,7
2084,5162.23,3
2085,5163.4,23
2086,5163.69,80
2087,5163.78,6
2088,5167.83,37
2089,5168.87,154
2090,5170.65,4
2091,5175.59,43
2092,5186.83,121
2093,5188.48,57
2094,5200.59,2
2095,5205.46,9
2096,5206.52,35
2097,5206.54,2
2098,5210.81,36
2099,5211.84,3
2100,5212.51,30
2101,5212.69,8
2102,5213.55,22
2103,5214.9,15
2104,5220.79,5
2105,5222.49,32
2106,5230.16,40
2107,5230.32,26
2108,5231.29,26
2109,5231.74,5
2110,5234.26,58
2111,5234.59,10
2112,5236.56,37
2113,5236.76,6
2114,5241.57,8
2115,5241.6,25
2116,5248.43,51
2117,5254.43,33
2118,5255.28,28
2119,5256.46,15
2120,5256.9,1
2121,5259.84,4
2122,5261.59,3
2123,5265.57,13
2124,5265.99,20
2125,5267.97,6
2126,5269.3,31
2127,5269.4,6
2128,5269.51,63
2129,5270.0,69
2130,5270.38,45
2131,5273.98,108
2132,5275.03,4
2133,5277.5,5
2134,5284.45,5
2135,5290.69,9
2136,5294.82,14
2137,5295.0,23
2138,5297.52,3
2139,5298.62,9
2140,5302.83,3
2141,5304.03,5
2142,5304.71,5
2143,5305.6,100
2144,5308.58,28
2145,5309.71,36
2146,5311.29,68
2147,5315.33,40
2148,5318.21,79
2149,5318.27,25
2150,5318.41,18
2151,5320.76,4
2152,5320.97,2
2153,5321.37,4
2154,5327.41,5
2155,5327.43,3
2156,5328.35,7
2157,5334.86,12
2158,5336.84,30
2159,5342.24,25
2160,5342.78,210
2161,5343.23,6
2162,5344.39,11
2163,5347.96,10
2164,5351.31,6
2165,5353.58,42
2166,5354.22,18
2167,5357.63,6
2168,5358.68,13
2169,5366.83,4
2170,5367.91,10
2171,5373.92,122
2172,5378.1,10
2173,5379.15,18
2174,5380.28,43
2175,5384.23,8
2176,5387.61,69
2177,5391.7,5
2178,5391.83,95
2179,5393.11,35
2180,5396.57,34
2181,5397.67,2
2182,5401.13,10
2183,5403.1,4
2184,5406.55,28
2185,5408.2,3
2186,5413.91,10
2187,5415.77,3
2188,5417.25,82
2189,5417.58,13
2190,5422.15,24
2191,5424.15,65
2192,5426.44,4
2193,5429.72,16
2194,5432.33,14
2195,5432.51,16
2196,5434.78,35
2197,5436.03,18
2198,5437.07,46
2199,5442.16,52
2200,5446.86,6
2201,5447.36,23
2202,5450.43,6
2203,5452.35,2
2204,5452.94,67
2205,5453.05,12
2206,5457.93,1
2207,5460.68,70
2208,5463.86,6
2209,5470.51,17
2210,5470.65,55
2211,5473.89,5
2212,5475.79,32
2213,5477.87,24
2214,5479.06,60
2215,5481.46,7
2216,5483.7,8
2217,5484.23,96
2218,5486.54,122
2219,5488.22,14
2220,5490.05,9
2221,5490.6,4
2222,5490.82,11
2223,5492.25,4
2224,5493.06,34
2225,5495.1,11
2226,5501.5,6
2227,5503.24,19
2228,5503.33,3
2229,5504.94,11
2230,5504.97,6
2231,5506.98,6
2232,5507.2,28
2233,5516.18,50
2234,5516.85,9
2235,5518.5,4
2236,5518.78,6
2237,5523.32,4
2238,5525.08,4
2239,5528.74,8
2240,5529.06,32
2241,5529.15,100
2242,5529.91,43
2243,5531.28,7
2244,5533.43,4
2245,5535.55,2
2246,5535.83,3
2247,5536.97,8
2248,5545.44,5
2249,5554.21,9
2250,5557.23,16
2251,5558.07,4
2252,5559.71,41
2253,5563.25,3
2254,5569.71,2
2255,5569.85,14
2256,5572.21,48
2257,5574.19,3
2258,5578.97,2
2259,5581.02,3
2260,5581.06,7
2261,5589.35,112
2262,5589.56,2
2263,5592.43,53
2264,5592.77,75
2265,5594.95,4
2266,5600.25,23
2267,5602.87,57
2268,5603.22,80
2269,5604.15,78
2270,5605.05,18
2271,5605.56,6
2272,5606.2,130
2273,5608.6,6
2274,5610.18,6
2275,5610.58,41
2276,5614.24,39
2277,5615.63,5
2278,5615.72,50
2279,5617.2,7
2280,5617.43,7
2281,5619.36,6
2282,5623.78,13
2283,5624.14,54
2284,5625.27,10
2285,5632.23,3
2286,5635.25,2
2287,5638.87,12
2288,5639.03,14
2289,5640.25,27
2290,5650.43,3
2291,5653.0,102
2292,5654.43,4
2293,5659.52,32
2294,5663.05,3
2295,5664.3,3
2296,5667.69,175
2297,5668.34,45
2298,5669.95,40
2299,5670.41,2
2300,5670.56,1
2301,5672.75,135
2302,5674.11,16
2303,5677.13,53
2304,5677.15,10
2305,5680.09,41
2306,5681.24,7
2307,5690.9,51
2308,5696.92,1
2309,5700.08,21
2310,5705.07,9
2311,5706.6,12
2312,5715.11,36
2313,5718.1,4
2314,5720.09,48
2315,5721.44,6
2316,5725.82,59
2317,5727.86,1
2318,5729.44,52
2319,5734.32,3
2320,5734.67,34
2321,5735.55,45
2322,5736.2,24
2323,5736.65,65
2324,5737.7,6
2325,5748.78,22
2326,5754.32,47
2327,5755.86,3
2328,5756.37,89
2329,5756.47,46
2330,5758.8,3
2331,5760.2,6
2332,5762.12,15
2333,5763.74,15
2334,5769.35,6
2335,5770.37,12
2336,5778.55,8
2337,5780.33,1
2338,5788.31,5
2339,5788.7,18
2340,5789.52,11
2341,5790.82,3
2342,5791.24,8
2343,5792.69,1
2344,5793.64,7
2345,5793.87,6
2346,5795.98,63
2347,5801.99,5
2348,5802.73,50
2349,5804.22,17
2350,5817.69,15
2351,5818.54,36
2352,5819.84,45
2353,5820.3,55
2354,5820.94,7
2355,5822.9,8
2356,5834.49,157
2357,5836.85,20
2358,5837.32,4
2359,5838.53,29
2360,5842.34,1
2361,5843.99,61
2362,5845.04,112
2363,5849.19,31
2364,5850.95,4
2365,5851.71,10
2366,5860.24,11
2367,5862.36,17
2368,5864.55,8
2369,5867.71,4
2370,5869.24,42
2371,5870.49,5
2372,5879.0,11
2373,5886.93,4
2374,5892.58,23
2375,5901.08,1
2376,5902.95,4
2377,5905.86,86
2378,5905.99,3
2379,5906.12,2
2380,5907.07,2
2381,5908.76,27
2382,5909.69,4
2383,5918.9,22
2384,5921.05,13
2385,5931.29,13
2386,5934.44,3
2387,5936.78,57
2388,5936.95,4
2389,5939.22,3
2390,5943.83,12
2391,5943.91,6
2392,5944.52,101
2393,5944.88,4
2394,5947.3,25
2395,5949.27,5
2396,5949.95,32
2397,5950.55,27
2398,5951.16,4
2399,5952.3,58
2400,5960.03,47
2401,5964.06,24
2402,5965.82,28
2403,5969.58,8
2404,5970.69,52
2405,5973.6,5
2406,5976.62,6
2407,5976.64,1
2408,5979.6,3
2409,5983.23,15
2410,5984.1,34
2411,5985.58,15
2412,5996.51,17
2413,5997.15,17
2414,6003.32,26
2415,6003.75,10
2416,6004.55,125
2417,6006.16,82
2418,6011.66,16
2419,6013.77,60
2420,6013.9,45
2421,6014.56,1
2422,6015.06,6
2423,6016.81,2
2424,6018.37,3
2425,6018.73,4
2426,6022.47,9
2427,6026.6,5
2428,6029.18,9
2429,6033.67,150
2430,6035.2,89
2431,6037.08,7
2432,6037.29,5
2433,6038.72,62
2434,6039.08,1
2435,6042.02,36
2436,6042.3,10
2437,6042.69,7
2438,6044.26,17
2439,6044.54,84
2440,6048.94,9
2441,6051.4,5
2442,6052.62,4
2443,6059.78,18
2444,6062.88,9
2445,6063.18,28
2446,6065.73,87
2447,6066.77,9
2448,6066.83,6
2449,6069.81,13
2450,6078.98,67
2451,6088.26,109
2452,6088.6,21
2453,6091.23,35
2454,6092.35,6
2455,6096.73,39
2456,6096.87,32
2457,6098.26,78
2458,6100.82,7
2459,6101.75,31
2460,6110.74,50
2461,6111.86,1
2462,6114.73,40
2463,6117.44,3
2464,6118.39,15
2465,6118.72,40
2466,6121.0,8
2467,6126.09,45
2468,6127.63,88
2469,6127.83,16
2470,6128.53,67
2471,6129.9,9
2472,6130.43,2
2473,6130.7,43
2474,6131.75,100
2475,6133.73,8
2476,6135.91,5
2477,6136.43,4
2478,6136.58,5
2479,6138.8,7
2480,6143.08,4
2481,6144.07,17
2482,6144.87,1
2483,6144.94,13
2484,6147.11,114
2485,6150.49,3
2486,6151.58,12
2487,6151.92,62
2488,6156.81,30
2489,6165.03,24
2490,6165.31,10
2491,6169.5,151
2492,6173.3,104
2493,6176.34,72
2494,6177.18,64
2495,6179.74,55
2496,6179.82,6
2497,6181.99,67
2498,6182.47,3
2499,6183.14,82
2500,6183.73,49
2501,6184.12,49
2502,6190.19,130
2503,6190.59,2
2504,6191.02,12
2505,6193.9,23
2506,6194.83,11
2507,6196.32,8
2508,6197.18,48
2509,6198.05,83
2510,6198.78,1
2511,6204.95,10
2512,6205.22,5
2513,6207.89,47
2514,6215.17,10
2515,6217.99,28
2516,6218.9,4
2517,6219.14,21
2518,6219.52,39
2519,6219.87,24
2520,6220.13,68
2521,6220.59,21
2522,6222.52,23
2523,6225.35,16
2524,6226.12,23
2525,6226.22,16
2526,6228.33,6
2527,6232.8,17
2528,6242.57,19
2529,6253.17,3
2530,6257.18,79
2531,6257.46,8
2532,6258.67,7
2533,6261.16,1
2534,6262.09,1
2535,6265.68,8
2536,6269.02,46
2537,6269.75,6
2538,6275.83,6
2539,6278.34,27
2540,6281.52,14
2541,6281.59,23
2542,6281.98,20
2543,6286.31,12
2544,6287.61,2
2545,6289.88,42
2546,6294.16,10
2547,6312.51,32
2548,6315.23,3
2549,6323.64,49
2550,6327.6,14
2551,6327.96,36
2552,6328.22,3
2553,6329.01,37
2554,6329.24,18
2555,6330.29,7
2556,6331.64,52
2557,6332.1,5
2558,6332.25,6
2559,6332.57,13
2560,6334.29,53
2561,6338.92,30
2562,6342.21,37
2563,6342.69,111
2564,6342.87,2
2565,6343.99,8
2566,6345.6,7
2567,6349.83,22
2568,6352.09,40
2569,6357.53,29
2570,6360.02,20
2571,6361.37,31
2572,6364.7,33
2573,6365.66,2
2574,6373.69,7
2575,6378.46,5
2576,6382.05,16
2577,6382.44,24
2578,6384.26,45
2579,6384.28,27
2580,6385.74,34
2581,6389.03,12
2582,6391.25,35
2583,6391.84,72
2584,6396.27,2
2585,6397.61,70
2586,6400.38,5
2587,6401.87,2
2588,6404.33,7
2589,6405.44,49
2590,6407.1,8
2591,6409.19,141
2592,6411.4,39
2593,6413.09,6
2594,6413.8,2
2595,6419.96,61
2596,6421.86,45
2597,6424.36,3
2598,6425.54,8
2599,6425.8,28
2600,6429.56,39
2601,6430.18,5
2602,6436.71,24
2603,6439.81,11
2604,6440.03,1
2605,6450.46,2
2606,6452.66,15
2607,6452.95,2
2608,6456.11,76
2609,6459.86,91
2610,6465.43,126
2611,6465.63,24
2612,6476.69,30
2613,6477.92,84
2614,6478.52,18
2615,6479.2,4
2616,6479.87,2
2617,6479.92,23
2618,6479.94,2
2619,6482.79,5
2620,6483.22,58
2621,6487.12,36
2622,6489.56,8
2623,6490.48,20
2624,6494.64,4
2625,6495.92,6
2626,6499.61,11
2627,6501.26,66
2628,6501.82,68
2629,6505.91,37
2630,6513.51,13
2631,6513.64,53
2632,6515.78,2
2633,6518.37,7
2634,6525.1,41
2635,6527.84,14
2636,6529.57,175
2637,6529.76,50
2638,6533.38,36
2639,6535.04,10
2640,6535.51,3
2641,6540.66,3
2642,6548.86,9
2643,6550.69,55
2644,6551.42,4
2645,6555.49,10
2646,6558.99,8
2647,6559.35,36
2648,6559.58,166
2649,6560.93,11
2650,6561.28,5
2651,6564.46,57
2652,6565.56,3
2653,6569.45,12
2654,6570.12,2
2655,6573.25,9
2656,6573.59,91
2657,6574.98,10
2658,6578.54,3
2659,6578.82,111
2660,6585.7,50
2661,6587.5,50
2662,6588.75,12
2663,6593.46,10
2664,6595.14,30
2665,6599.83,40
2666,6600.84,18
2667,6602.53,2
2668,6606.48,10
2669,6608.15,4
2670,6608.83,41
2671,6616.28,3
2672,6617.82,36
2673,6618.74,47
2674,6620.7,6
2675,6622.71,31
2676,6631.13,14
2677,6632.31,3
2678,6633.84,30
2679,6637.4,12
2680,6637.45,28
2681,6638.81,32
2682,6640.88,18
2683,6641.45,5
2684,6646.64,63
2685,6647.73,3
2686,6653.64,98
2687,6653.98,48
2688,6654.19,2
2689,6654.74,74
2690,6656.71,6
2691,6657.5,16
2692,6668.8,106
2693,6669.57,5
2694,6669.87,8
2695,6669.88,7
2696,6670.77,24
2697,6671.18,3
2698,6674.71,2
2699,6676.65,6
2700,6683.41,3
2701,6685.95,6
2702,6687.07,22
2703,6687.36,59
2704,6687.82,10
2705,6689.61,47
2706,6696.92,6
2707,6699.09,33
2708,6699.25,7
2709,6699.77,4
2710,6704.29,10
2711,6704.71,3
2712,6705.87,30
2713,6706.6,10
2714,6717.38,5
2715,6717.52,35
2716,6722.05,54
2717,6723.84,58
2718,6724.31,18
2719,6724.86,14
2720,6725.45,17
2721,6725.76,11
2722,6726.64,12
2723,6727.0,10
2724,6729.57,3
2725,6733.39,54
2726,6733.81,10
2727,6734.51,38
2728,6734.7,66
2729,6737.74,77
2730,6740.37,6
2731,6740.61,3
2732,6740.74,1
2733,6742.46,42
2734,6743.54,3
2735,6747.25,5
2736,6748.39,9
2737,6749.56,10
2738,6752.63,5
2739,6753.16,3
2740,6755.63,41
2741,6755.95,21
2742,6762.01,1
2743,6764.03,5
2744,6768.66,25
2745,6771.24,15
2746,6776.85,61
2747,6783.16,52
2748,6786.53,3
2749,6790.07,2
2750,6794.06,9
2751,6797.24,6
2752,6797.72,3
2753,6798.75,47
2754,6800.75,42
2755,6803.17,88
2756,6803.78,10
2757,6804.1,44
2758,6813.3,55
2759,6817.92,62
2760,6818.18,7
2761,6819.08,2
2762,6825.67,20
2763,6825.84,43
2764,6828.48,19
2765,6829.22,91
2766,6829.76,38
2767,6834.14,25
2768,6837.27,61
2769,6837.85,93
2770,6839.26,8
2771,6847.76,25
2772,6848.99,6
2773,6856.57,79
2774,6861.9,5
2775,6862.98,8
2776,6863.91,5
2777,6867.73,31
2778,6871.49,1
2779,6872.69,1
2780,6873.83,3
2781,6875.7,36
2782,6877.56,18
2783,6880.34,3
2784,6887.11,3
2785,6890.32,150
2786,6890.39,88
2787,6892.8,301
2788,6893.91,12
2789,6894.12,3
2790,6894.26,1
2791,6894.36,9
2792,6896.14,143
2793,6896.84,4
2794,6897.37,11
2795,6898.91,3
2796,6901.5,3
2797,6904.13,5
2798,6904.32,19
2799,6905.12,51
2800,6908.21,9
2801,6908.23,4
2802,6910.34,7
2803,6916.68,7
2804,6918.21,10
2805,6925.46,37
2806,6927.03,55
2807,6927.72,11
2808,6929.9,1
2809,6931.0,49
2810,6935.43,2
2811,6938.16,11
2812,6944.24,6
2813,6944.83,8
2814,6946.72,15
2815,6946.79,42
2816,6949.27,2
2817,6951.31,29
2818,6953.39,15
2819,6953.62,24
2820,6956.58,4
2821,6968.26,48
2822,6969.26,1
2823,6970.71,10
2824,6976.06,81
2825,6976.63,5
2826,6977.57,13
2827,6979.36,86
2828,6980.62,39
2829,6981.18,1
2830,6987.36,23
2831,6990.95,9
2832,6992.52,49
2833,6992.67,38
2834,6993.1,2
2835,7000.47,3
2836,7002.7,84
2837,7005.9,25
2838,7007.96,7
2839,7009.97,17
2840,7010.02,8
2841,7013.23,7
2842,7015.17,38
2843,7023.84,31
2844,7025.85,7
2845,7030.45,12
2846,7030.98,5
2847,7033.37,4
2848,7034.44,6
2849,7035.21,59
2850,7035.99,8
2851,7040.16,7
2852,7040.34,33
2853,7047.14,12
2854,7051.48,19
2855,7054.09,7
2856,7054.4,14
2857,7056.28,57
2858,7057.93,3
2859,7060.37,72
2860,7061.58,7
2861,7062.96,13
2862,7063.85,25
2863,7065.17,5
2864,7065.24,3
2865,7065.87,4
2866,7066.08,12
2867,7067.69,11
2868,7073.86,73
2869,7078.68,5
2870,7082.5,53
2871,7087.17,50
2872,7087.83,116
2873,7092.5,37
2874,7093.1,35
2875,7097.03,5
2876,7101.64,17
2877,7103.66,13
2878,7109.14,24
2879,7110.68,2
2880,7114.77,10
2881,7123.32,7
2882,7123.55,1
2883,7125.6,2
2884,7127.06,49
2885,7128.08,228
2886,7128.1,12
2887,7131.68,29
2888,7131.82,22
2889,7135.34,27
2890,7137.49,35
2891,7137.91,112
2892,7139.96,3
2893,7141.18,125
2894,7141.19,1
2895,7141.39,65
2896,7142.18,56
2897,7143.34,16
2898,7150.45,55
2899,7153.81,9
2900,7155.13,34
2901,7156.72,43
2902,7157.62,23
2903,7158.83,64
2904,7159.62,71
2905,7159.93,9
2906,7162.11,6
2907,7164.02,17
2908,7168.13,103
2909,7169.98,76
2910,7170.9,7
2911,7175.99,31
2912,7176.08,80
2913,7176.35,3
2914,7177.51,12
2915,7179.25,4
2916,7180.55,60
2917,7182.21,109
2918,7182.68,8
2919,7186.8,11
2920,7189.81,32
2921,7191.14,10
2922,7193.0,3
2923,7195.55,12
2924,7197.76,5
2925,7197.98,26
2926,7201.93,41
2927,7203.64,5
2928,7204.96,11
2929,7210.68,59
2930,7215.58,73
2931,7215.81,38
2932,7216.3,14
2933,7216.98,2
2934,7217.95,4
2935,7218.31,71
2936,7219.77,17
